traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T000157,Chennai,couple,2,0,0,2,balanced,78420,low,premium,no_restriction,jain,lowest_cost,December,11,balanced_traveller,70,61,59,71,62,57,74,58,53,46,65,71,train
T000158,Nagpur,couple,2,0,0,2,easy_going,36937,medium,standard,no_restriction,non_vegetarian,fastest,December,4,adventure_traveller,47,68,76,75,72,92,63,14,54,75,45,6,validation
T000159,Nagpur,couple,2,0,0,2,balanced,7403,low,budget,no_restriction,no_preference,public_transport,December,1,food_traveller,40,64,57,15,45,36,27,72,30,54,92,53,test
T000160,Ahmedabad,family,2,3,0,5,packed,71420,high,budget,no_restriction,non_vegetarian,fastest,December,4,adventure_traveller,46,70,84,84,65,95,59,18,75,89,53,20,train
T000161,Pune,seniors,1,0,2,3,balanced,21236,medium,budget,no_restriction,vegetarian,fastest,January,2,culture_traveller,58,99,56,48,54,21,18,56,70,74,55,80,train
T000162,Kochi,couple,2,0,0,2,easy_going,9448,low,budget,no_restriction,vegetarian,balanced,November,1,wellness_traveller,87,64,81,59,90,11,11,59,61,47,56,55,train
T000163,Kolkata,family,5,2,0,7,packed,89972,low,budget,no_restriction,no_preference,private_transport,February,8,senior_traveller,81,75,68,51,66,49,20,47,42,63,35,63,train
T000164,Nagpur,solo,1,0,0,1,easy_going,99143,high,luxury,no_restriction,no_preference,lowest_cost,January,3,nightlife_traveller,82,63,63,49,63,47,77,91,32,48,48,11,train
T000165,Hyderabad,solo,1,0,0,1,balanced,35210,medium,premium,no_restriction,non_vegetarian,lowest_cost,February,4,wellness_traveller,73,49,93,59,73,23,18,98,60,52,74,34,validation
T000166,Pune,solo,1,0,0,1,packed,15590,low,premium,no_restriction,non_vegetarian,balanced,December,2,wellness_traveller,90,62,71,41,86,2,17,60,43,44,55,63,train
T000167,Bengaluru,friends,7,0,0,7,easy_going,56788,medium,standard,no_restriction,no_preference,fastest,September,2,adventure_traveller,57,39,100,81,61,85,52,10,82,90,66,27,train
T000168,Hyderabad,seniors,0,0,3,3,balanced,47735,low,premium,no_restriction,vegetarian,lowest_cost,February,4,senior_traveller,89,90,79,57,60,27,18,55,73,71,62,77,validation
T000169,Indore,friends,4,0,0,4,packed,46817,low,premium,no_restriction,non_vegetarian,lowest_cost,January,3,beach_traveller,45,38,91,86,59,59,56,64,20,75,44,10,train
T000170,Bengaluru,family,5,4,0,9,balanced,40344,low,budget,no_restriction,no_preference,private_transport,September,2,family_traveller,79,84,90,51,67,48,51,47,61,70,54,41,test
T000171,Jaipur,friends,3,0,0,3,packed,42724,medium,premium,no_restriction,no_preference,fastest,October,2,balanced_traveller,52,77,48,48,55,61,51,38,46,72,57,62,train
T000172,Chennai,solo,1,0,0,1,balanced,55231,high,standard,no_restriction,no_preference,lowest_cost,January,5,adventure_traveller,74,15,25,77,53,1,0,51,30,18,61,22,train
T000173,Kochi,couple,2,0,0,2,balanced,8548,low,budget,no_restriction,non_vegetarian,balanced,September,1,wellness_traveller,94,69,86,46,83,13,20,54,32,70,56,51,train
T000174,Kolkata,solo,1,0,0,1,easy_going,9787,medium,standard,no_restriction,vegetarian,lowest_cost,December,1,senior_traveller,79,78,97,61,61,15,12,30,68,62,54,55,test
T000175,Bengaluru,friends,7,0,0,7,packed,49744,medium,premium,no_restriction,vegetarian,balanced,January,2,senior_traveller,85,76,87,52,53,27,0,76,59,72,44,45,test
T000176,Delhi,friends,3,0,0,3,balanced,37618,medium,standard,no_restriction,vegetarian,lowest_cost,October,3,wellness_traveller,81,36,93,55,87,10,17,46,71,60,61,73,train
T000177,Kochi,family,4,3,1,8,balanced,96316,medium,budget,no_restriction,no_preference,balanced,November,4,senior_traveller,97,88,78,66,40,7,24,31,56,44,58,44,train
T000178,Jaipur,couple,2,0,0,2,packed,26534,high,budget,no_restriction,no_preference,balanced,November,2,adventure_traveller,59,61,81,90,49,89,63,19,53,100,47,23,train
T000179,Ahmedabad,friends,3,0,0,3,packed,28880,low,luxury,no_restriction,vegetarian,fastest,December,1,balanced_traveller,57,49,77,44,62,53,78,46,48,45,60,40,train
T000180,Delhi,friends,5,0,0,5,easy_going,27225,low,budget,no_restriction,no_preference,fastest,February,3,nightlife_traveller,86,53,54,72,48,58,89,88,17,53,36,6,train
T000181,Chennai,family,2,1,0,3,balanced,46866,medium,premium,no_restriction,no_preference,balanced,November,4,family_traveller,47,3,27,99,91,21,31,46,84,80,12,12,validation
T000182,Hyderabad,family,2,1,0,3,balanced,85708,medium,luxury,no_restriction,no_preference,balanced,December,4,family_traveller,79,87,76,60,54,63,58,20,59,64,62,55,train
T000183,Kochi,friends,7,0,0,7,balanced,135305,medium,premium,no_restriction,vegetarian,private_transport,October,6,culture_traveller,58,92,53,62,63,39,0,51,88,94,59,79,train
T000184,Mumbai,family,3,1,0,4,balanced,14877,low,budget,no_restriction,vegetarian,lowest_cost,November,2,food_traveller,92,72,51,58,80,14,49,77,76,23,6,89,train
T000185,Bengaluru,couple,2,0,0,2,balanced,38150,low,luxury,no_restriction,no_preference,fastest,November,2,nightlife_traveller,74,42,60,42,19,44,78,77,39,49,67,19,train
T000186,Indore,family,3,2,1,6,easy_going,70594,low,premium,no_restriction,no_preference,fastest,March,5,beach_traveller,43,8,27,65,30,99,91,58,96,86,31,74,validation
T000187,Kochi,friends,8,0,0,8,packed,78922,medium,standard,no_restriction,vegetarian,balanced,November,3,family_traveller,77,76,76,41,38,54,49,70,60,60,48,55,train
T000188,Ahmedabad,couple,2,0,0,2,easy_going,22392,low,premium,no_restriction,no_preference,fastest,April,2,culture_traveller,63,85,50,70,46,12,41,67,79,84,58,60,train
T000189,Bengaluru,solo,1,0,0,1,packed,33540,low,premium,no_restriction,no_preference,lowest_cost,November,4,family_traveller,64,78,81,47,67,66,56,53,55,55,56,54,test
T000190,Ahmedabad,family,3,3,0,6,easy_going,98185,high,standard,no_restriction,vegetarian,balanced,February,3,family_traveller,83,100,84,76,71,61,45,69,39,76,59,25,train
T000191,Kolkata,family,4,2,0,6,balanced,37070,medium,standard,no_restriction,no_preference,private_transport,March,1,family_traveller,82,97,86,36,19,65,55,70,46,61,67,51,test
T000192,Chennai,couple,2,0,0,2,balanced,15767,medium,premium,no_restriction,non_vegetarian,balanced,November,1,family_traveller,78,81,81,59,28,79,55,63,40,51,48,74,train
T000193,Indore,seniors,0,0,3,3,balanced,47993,low,standard,no_restriction,no_preference,private_transport,May,6,senior_traveller,65,73,91,61,59,6,0,43,56,67,67,64,train
T000194,Kochi,seniors,0,0,3,3,easy_going,27395,high,budget,no_restriction,no_preference,balanced,February,2,senior_traveller,87,86,75,58,46,15,47,58,42,59,40,42,validation
T000195,Delhi,solo,1,0,0,1,balanced,127673,medium,luxury,no_restriction,non_vegetarian,balanced,October,6,culture_traveller,59,94,54,71,63,0,5,46,75,81,64,92,train
T000196,Kolkata,solo,1,0,0,1,easy_going,105192,medium,luxury,no_restriction,non_vegetarian,lowest_cost,December,5,beach_traveller,63,24,73,91,58,36,56,60,32,79,66,22,train
T000197,Indore,solo,1,0,0,1,easy_going,29877,medium,standard,no_restriction,no_preference,balanced,December,6,senior_traveller,76,84,68,65,45,24,13,53,47,55,79,73,train
T000198,Ahmedabad,couple,2,0,0,2,balanced,118013,medium,luxury,no_restriction,vegetarian,balanced,December,6,family_traveller,76,87,84,51,49,58,52,43,53,61,54,40,test
T000199,Pune,solo,1,0,0,1,packed,11315,low,budget,no_restriction,vegetarian,fastest,October,4,nightlife_traveller,70,62,61,60,51,66,69,81,12,48,62,34,test
T000200,Chennai,couple,2,0,0,2,packed,21396,medium,standard,no_restriction,non_vegetarian,balanced,December,3,balanced_traveller,60,66,41,40,77,61,51,45,50,42,67,47,train
T000201,Kochi,family,4,1,1,6,balanced,57439,medium,standard,no_restriction,no_preference,lowest_cost,February,3,family_traveller,70,87,75,37,43,57,47,61,35,31,73,67,train
T000202,Hyderabad,family,2,3,1,6,packed,23873,low,standard,no_restriction,no_preference,lowest_cost,July,2,beach_traveller,54,16,84,65,67,48,71,51,19,97,53,36,train
T000203,Hyderabad,seniors,0,0,1,1,easy_going,20876,high,standard,no_restriction,no_preference,lowest_cost,February,2,senior_traveller,70,98,84,62,40,19,26,53,69,84,45,44,train
T000204,Bengaluru,couple,2,0,0,2,easy_going,64382,high,premium,no_restriction,no_preference,fastest,November,3,family_traveller,88,95,86,66,54,48,64,59,39,53,56,50,validation
T000205,Indore,couple,2,0,0,2,packed,39591,high,premium,no_restriction,jain,balanced,February,2,culture_traveller,62,77,62,54,22,13,34,36,82,94,47,82,train
T000206,Hyderabad,seniors,0,0,3,3,easy_going,35470,medium,budget,no_restriction,vegetarian,balanced,March,3,senior_traveller,78,55,30,60,33,44,86,66,76,58,99,24,validation
T000207,Jaipur,couple,2,0,0,2,easy_going,17891,medium,budget,no_restriction,vegetarian,private_transport,March,3,food_traveller,86,81,58,44,58,26,60,86,73,68,20,42,train
T000208,Chennai,solo,1,0,0,1,balanced,16002,high,budget,no_restriction,jain,balanced,November,2,adventure_traveller,65,50,78,86,48,75,71,31,64,89,33,37,train
T000209,Pune,couple,2,0,0,2,balanced,72623,medium,premium,no_restriction,no_preference,balanced,December,5,adventure_traveller,54,46,84,76,54,88,48,30,66,90,58,62,test
T000210,Bengaluru,solo,1,0,0,1,balanced,9356,medium,budget,no_restriction,no_preference,fastest,January,2,food_traveller,86,89,62,63,45,18,38,65,65,47,31,70,train
T000211,Delhi,solo,1,0,0,1,packed,22554,medium,budget,no_restriction,vegetarian,private_transport,December,6,food_traveller,84,85,45,47,68,43,62,74,61,86,21,74,train
T000212,Chennai,family,5,2,0,7,balanced,51140,low,budget,no_restriction,vegan,lowest_cost,December,4,family_traveller,73,85,80,56,69,66,72,33,60,65,38,49,train
T000213,Ahmedabad,solo,1,0,0,1,easy_going,21512,low,premium,no_restriction,no_preference,balanced,December,3,beach_traveller,44,30,89,84,70,59,59,58,0,81,48,4,train
T000214,Ahmedabad,couple,2,0,0,2,easy_going,18680,medium,budget,no_restriction,vegetarian,lowest_cost,October,2,senior_traveller,80,77,83,80,53,23,45,50,78,57,78,66,validation
T000215,Jaipur,family,3,1,0,4,easy_going,50443,high,luxury,no_restriction,no_preference,public_transport,March,1,adventure_traveller,98,17,19,14,57,44,24,42,67,28,91,30,train
T000216,Hyderabad,family,4,2,1,7,packed,89134,low,standard,no_restriction,vegetarian,lowest_cost,December,10,wellness_traveller,92,50,89,73,68,27,32,53,42,68,42,54,train
T000217,Bengaluru,seniors,0,0,4,4,balanced,22648,medium,standard,no_restriction,vegan,private_transport,March,1,food_traveller,81,84,62,56,41,29,56,91,48,37,19,72,train
T000218,Chennai,friends,6,0,0,6,easy_going,38314,medium,standard,no_restriction,vegan,lowest_cost,February,2,wellness_traveller,56,63,91,41,57,47,53,6,89,91,54,55,train
T000219,Nagpur,couple,2,0,0,2,easy_going,14981,low,standard,no_restriction,no_preference,balanced,February,2,senior_traveller,76,74,76,53,28,17,12,66,61,49,64,65,train
T000220,Delhi,couple,2,0,0,2,packed,14084,medium,budget,no_restriction,no_preference,lowest_cost,January,2,family_traveller,82,69,77,52,52,57,74,66,45,65,64,47,train
T000221,Kolkata,friends,6,0,0,6,easy_going,44604,medium,standard,no_restriction,no_preference,lowest_cost,November,3,nightlife_traveller,74,30,63,42,58,61,86,72,19,77,77,32,train
T000222,Kochi,family,2,3,0,5,balanced,147022,high,premium,no_restriction,non_vegetarian,balanced,January,4,family_traveller,85,71,75,63,73,42,55,59,67,52,38,64,train
T000223,Mumbai,solo,1,0,0,1,packed,7927,medium,budget,no_restriction,vegetarian,balanced,April,1,beach_traveller,50,30,80,74,57,59,68,61,25,84,54,10,train
T000224,Hyderabad,friends,8,0,0,8,easy_going,81019,medium,budget,no_restriction,non_vegetarian,balanced,July,4,nightlife_traveller,18,95,96,96,3,38,75,75,8,60,14,49,train
T000225,Indore,couple,2,0,0,2,packed,49150,high,budget,no_restriction,non_vegetarian,public_transport,December,5,family_traveller,81,63,85,70,61,64,52,34,65,77,70,33,train
T000226,Kolkata,solo,1,0,0,1,packed,22375,high,budget,no_restriction,vegetarian,lowest_cost,November,4,beach_traveller,57,22,85,83,53,60,69,55,24,80,49,26,validation
T000227,Nagpur,couple,2,0,0,2,balanced,48518,low,premium,no_restriction,no_preference,private_transport,September,6,adventure_traveller,46,45,68,94,73,86,46,43,52,79,74,28,train
T000228,Ahmedabad,couple,2,0,0,2,balanced,12684,medium,standard,no_restriction,no_preference,balanced,November,1,adventure_traveller,62,59,75,88,19,85,87,0,54,81,51,33,train
T000229,Hyderabad,friends,3,0,0,3,easy_going,52838,low,premium,no_restriction,vegetarian,lowest_cost,February,4,family_traveller,92,82,79,34,62,64,35,70,66,70,64,64,train
T000230,Ahmedabad,family,3,2,0,5,easy_going,49337,medium,budget,no_restriction,no_preference,balanced,February,3,family_traveller,54,100,86,49,80,52,58,51,76,55,58,71,test
T000231,Kochi,friends,7,0,0,7,easy_going,37583,medium,budget,no_restriction,no_preference,fastest,November,1,adventure_traveller,56,78,86,74,48,92,70,20,51,90,45,25,train
T000232,Indore,solo,1,0,0,1,easy_going,42771,low,premium,no_restriction,no_preference,lowest_cost,March,5,senior_traveller,26,5,66,36,65,34,45,45,4,43,64,54,train
T000233,Chennai,couple,2,0,0,2,packed,32381,medium,standard,no_restriction,no_preference,lowest_cost,April,5,nightlife_traveller,83,47,54,33,68,47,81,70,12,53,56,26,train
T000234,Indore,family,4,4,0,8,balanced,188627,high,budget,no_restriction,no_preference,lowest_cost,December,6,adventure_traveller,72,71,91,73,62,77,37,16,72,85,81,22,train
T000235,Jaipur,friends,3,0,0,3,easy_going,20962,medium,budget,no_restriction,vegetarian,lowest_cost,December,2,beach_traveller,66,40,84,97,67,54,66,77,45,91,57,17,validation
T000236,Jaipur,solo,1,0,0,1,easy_going,12564,low,standard,no_restriction,non_vegetarian,balanced,February,2,food_traveller,75,87,73,76,59,27,55,86,60,57,21,62,validation
T000237,Mumbai,solo,1,0,0,1,balanced,9607,high,budget,no_restriction,vegan,lowest_cost,October,1,beach_traveller,48,16,81,69,43,43,66,59,27,67,39,28,train
T000238,Pune,solo,1,0,0,1,balanced,14742,high,budget,no_restriction,no_preference,public_transport,April,3,wellness_traveller,83,46,88,39,91,14,1,76,56,79,71,47,test
T000239,Jaipur,solo,1,0,0,1,packed,14509,medium,budget,no_restriction,no_preference,lowest_cost,January,3,adventure_traveller,40,47,93,80,65,62,63,17,51,83,51,0,train
T000240,Kolkata,friends,3,0,0,3,balanced,23598,medium,standard,no_restriction,non_vegetarian,balanced,July,1,adventure_traveller,21,63,73,70,54,85,37,29,66,82,46,7,train
T000241,Kolkata,couple,2,0,0,2,balanced,22454,medium,budget,no_restriction,vegetarian,public_transport,January,5,culture_traveller,67,64,61,76,74,25,16,49,79,86,47,88,train
T000242,Ahmedabad,couple,2,0,0,2,easy_going,9465,medium,budget,no_restriction,vegetarian,lowest_cost,June,1,family_traveller,72,97,81,64,50,44,54,70,50,46,58,62,train
T000243,Pune,family,3,3,0,6,easy_going,37755,medium,budget,no_restriction,no_preference,lowest_cost,December,2,family_traveller,70,75,64,61,43,44,40,66,65,78,48,59,train
T000244,Bengaluru,friends,4,0,0,4,easy_going,43386,low,premium,no_restriction,vegetarian,lowest_cost,October,3,culture_traveller,60,83,53,86,72,10,16,54,83,76,62,93,train
T000245,Delhi,couple,2,0,0,2,packed,61836,high,luxury,no_restriction,no_preference,public_transport,November,2,nightlife_traveller,85,54,55,59,67,39,87,81,6,31,55,38,train
T000246,Ahmedabad,family,5,4,0,9,balanced,91514,high,budget,no_restriction,non_vegetarian,lowest_cost,October,2,beach_traveller,78,47,68,79,44,68,60,49,20,78,76,27,train
T000247,Ahmedabad,couple,2,0,0,2,balanced,47024,high,standard,no_restriction,non_vegetarian,balanced,November,3,food_traveller,75,82,25,43,57,30,33,78,69,39,22,57,validation
T000248,Chennai,couple,2,0,0,2,balanced,25368,low,premium,no_restriction,no_preference,private_transport,November,3,adventure_traveller,45,48,83,93,47,83,54,19,37,93,47,33,train
T000249,Delhi,friends,4,0,0,4,easy_going,19358,low,standard,no_restriction,non_vegetarian,lowest_cost,October,2,culture_traveller,74,79,57,66,57,16,19,67,76,80,57,88,test
T000250,Nagpur,solo,1,0,0,1,easy_going,13031,low,premium,no_restriction,no_preference,balanced,November,2,wellness_traveller,94,72,75,51,96,23,16,65,69,50,59,68,train
T000251,Nagpur,couple,2,0,0,2,packed,39416,high,premium,no_restriction,no_preference,balanced,July,2,culture_traveller,54,84,32,63,94,18,18,65,95,89,31,86,train
T000252,Mumbai,couple,2,0,0,2,easy_going,27450,low,premium,no_restriction,non_vegetarian,fastest,December,4,culture_traveller,50,72,34,41,58,32,12,75,76,80,44,89,train
T000253,Kolkata,friends,6,0,0,6,balanced,45991,medium,premium,no_restriction,non_vegetarian,lowest_cost,July,1,culture_traveller,80,81,50,45,68,2,16,58,77,84,87,81,validation
T000254,Chennai,couple,2,0,0,2,balanced,47555,low,premium,no_restriction,no_preference,private_transport,June,6,wellness_traveller,80,46,86,47,74,35,24,54,64,57,61,47,train
T000255,Indore,seniors,0,0,1,1,easy_going,19463,low,luxury,no_restriction,no_preference,public_transport,October,1,senior_traveller,77,79,95,44,45,40,28,82,51,58,49,58,validation
T000256,Mumbai,couple,2,0,0,2,balanced,26484,medium,standard,no_restriction,non_vegetarian,balanced,September,3,senior_traveller,15,38,85,14,87,22,45,35,11,94,43,69,train
T000257,Hyderabad,family,2,2,0,4,packed,51879,low,luxury,no_restriction,no_preference,fastest,April,3,balanced_traveller,44,73,55,79,55,56,64,24,59,56,74,68,test
T000258,Pune,solo,1,0,0,1,easy_going,21673,high,budget,no_restriction,no_preference,lowest_cost,May,3,family_traveller,86,22,10,1,71,25,50,11,98,12,41,85,train
T000259,Ahmedabad,family,3,1,0,4,easy_going,26421,medium,budget,reduced_walking,no_preference,balanced,November,2,beach_traveller,42,28,83,100,74,65,59,58,6,68,46,19,train
T000260,Indore,family,5,4,0,9,balanced,133550,high,budget,no_restriction,non_vegetarian,lowest_cost,June,4,adventure_traveller,58,33,81,88,62,99,72,38,90,88,58,32,train
T000261,Bengaluru,friends,6,0,0,6,balanced,22035,low,budget,no_restriction,non_vegetarian,lowest_cost,July,1,adventure_traveller,59,69,88,90,64,83,70,31,61,92,28,16,train
T000262,Ahmedabad,family,3,1,0,4,easy_going,37127,low,budget,no_restriction,vegetarian,public_transport,December,4,adventure_traveller,56,77,59,74,57,73,53,18,49,82,64,16,test
T000263,Ahmedabad,solo,1,0,0,1,easy_going,28813,medium,premium,no_restriction,no_preference,lowest_cost,November,3,wellness_traveller,92,74,72,51,81,27,0,37,62,33,51,58,test
T000264,Delhi,solo,1,0,0,1,balanced,36300,low,standard,no_restriction,no_preference,balanced,April,8,wellness_traveller,77,54,80,44,92,31,16,64,59,65,40,55,train
T000265,Chennai,family,3,1,0,4,balanced,42674,low,premium,no_restriction,vegetarian,private_transport,May,4,senior_traveller,100,85,76,55,63,16,13,49,61,52,51,40,train
